n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n02127052	catamount	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: catamount or, catamount and, catamount to, catamount is, catamount of, catamount in, catamount that, catamount had, catamount &#39;s, catamount was	[lemma] in the *: 	* [lemma]: The catamount, the catamount, stuffed catamount, that catamount, and catamount, a catamount, A catamount, or catamount, _ catamount, young catamount	*_ADJ [lemma]: old catamount, stuffed catamount, large catamount, huge catamount, big catamount, little catamount, young catamount
n02666196	abacus	[lemma] is *_VERB: abacus is formed, abacus is superseded, abacus is carved, abacus is united, abacus is decorated, abacus is adorned	[lemma] was *_VERB: abacus was developed, abacus was invented, abacus was introduced	*_NOUN [lemma]: term abacus, dust abacus, Norman abacus, bead abacus, Index abacus, hand abacus, Sarnath abacus, word abacus, line abacus, square abacus	[lemma] *: abacus in, abacus or, abacus and, abacus of, abacus are, abacus with, abacus on, abacus was, abacus is, abacus to	[lemma] in the *: abacus in the Corinthian, abacus in the Doric	* [lemma]: _ abacus, or abacus, the abacus, round abacus, and abacus, square abacus, of abacus, an abacus, his abacus, The abacus	*_ADJ [lemma]: Chinese abacus, octagonal abacus, round abacus, Japanese abacus, simple abacus, square abacus, moulded abacus, plain abacus, Roman abacus, circular abacus
n03534580	hoopskirt	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: hoopskirt or, hoopskirt in, hoopskirt that, hoopskirt was, hoopskirt factory, hoopskirt of, hoopskirt to, hoopskirt with, hoopskirt and	[lemma] in the *: 	* [lemma]: a hoopskirt, &#39;s hoopskirt, her hoopskirt, my hoopskirt, or hoopskirt, and hoopskirt, old hoopskirt, the hoopskirt, of hoopskirt, The hoopskirt	*_ADJ [lemma]: huge hoopskirt, old hoopskirt, wide hoopskirt
n03534580	crinoline	[lemma] is *_VERB: 	[lemma] was *_VERB: crinoline was worn	*_NOUN [lemma]: cage crinoline, silk crinoline, lace crinoline, tulle crinoline, horsehair crinoline, satin crinoline, velvet crinoline	[lemma] *: crinoline with, crinoline and, crinoline of, crinoline is, crinoline in, crinoline skirt, crinoline to, crinoline skirts, crinoline or, crinoline was	[lemma] in the *: 	* [lemma]: or crinoline, a crinoline, and crinoline, with crinoline, in crinoline, The crinoline, the crinoline, no crinoline, her crinoline, of crinoline	*_ADJ [lemma]: new crinoline, white crinoline, large crinoline, modern crinoline, immense crinoline, wide crinoline, voluminous crinoline, black crinoline, huge crinoline, enormous crinoline
n02328150	Angora	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: English Angora, Henry Angora, Julius Angora, American Angora, White Angora, prize Angora, Texas Angora, National Angora, French Angora, Upper Angora	[lemma] *: Angora and, Angora Government, Angora cat, Angora Goat, Angora goats, Angora goat, Angora in, Angora was, Angora to, Angora is	[lemma] in the *: Angora in the heart	* [lemma]: at Angora, in Angora, of Angora, _ Angora, the Angora, The Angora, from Angora, an Angora, to Angora, and Angora	*_ADJ [lemma]: pure Angora, African Angora, large Angora, white Angora, fine Angora, Turkish Angora, bred Angora, haired Angora, modern Angora, beautiful Angora
n02328150	Angora rabbit	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Angora rabbit wool, Angora rabbit hair, Angora rabbit is, Angora rabbit and	[lemma] in the *: 	* [lemma]: the Angora rabbit, _ Angora rabbit, an Angora rabbit, of Angora rabbit, The Angora rabbit, white Angora rabbit	*_ADJ [lemma]: white Angora rabbit
n01773157	black and gold garden spider	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: 	*_ADJ [lemma]: 
n01773157	Argiope aurantia	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: spider Argiope aurantia	[lemma] *: Argiope aurantia Lucas	[lemma] in the *: 	* [lemma]: spider Argiope aurantia, _ Argiope aurantia	*_ADJ [lemma]: 
n02006656	spoonbill	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: spoonbill or, spoonbill cat, spoonbill duck, spoonbill and, spoonbill catfish, spoonbill has, spoonbill was, spoonbill is, spoonbill in, spoonbill are	[lemma] in the *: 	* [lemma]: the spoonbill, a spoonbill, of spoonbill, and spoonbill, The spoonbill, European spoonbill, Roseate spoonbill, white spoonbill, roseate spoonbill, or spoonbill	*_ADJ [lemma]: faced spoonbill, African spoonbill, royal spoonbill, red spoonbill, European spoonbill, Roseate spoonbill, white spoonbill, roseate spoonbill, rosy spoonbill
n02113978	Mexican hairless	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Mexican hairless is, Mexican hairless dog, Mexican hairless dogs, Mexican hairless breed	[lemma] in the *: 	* [lemma]: _ Mexican hairless, The Mexican hairless, of Mexican hairless, the Mexican hairless, A Mexican hairless, a Mexican hairless	*_ADJ [lemma]: 
n01776313	tick	[lemma] is *_VERB: tick is feeding, tick is known, tick is heard, tick is attached, tick is removed	[lemma] was *_VERB: tick was attached, tick was heard, tick was removed	*_NOUN [lemma]: wood tick, dog tick, fever tick, sheep tick, Colorado tick, watch tick, straw tick, clock tick, host tick, cattle tick	[lemma] *: tick to, tick off, tick in, tick and, tick of, tick is, tick fever, tick bite, tick marks, tick or	[lemma] in the *: tick in the margin, tick in the silence, tick in the percussion, tick in the box, tick in the course, tick in the appropriate, tick in the column	* [lemma]: The tick, on tick, _ tick, or tick, a tick, and tick, to tick, the tick, of tick, cattle tick	*_ADJ [lemma]: African tick, female tick, adult tick, small tick, single tick, loud tick, infected tick, little tick, blue tick, common tick
n02123597	Siamese cat	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: point Siamese cat	[lemma] *: Siamese cat is, Siamese cat &#39;s, Siamese cat named, Siamese cat in, Siamese cat with, Siamese cat was, Siamese cat who, Siamese cat and, Siamese cat that, Siamese cat which	[lemma] in the *: 	* [lemma]: &#39;s Siamese cat, her Siamese cat, our Siamese cat, _ Siamese cat, a Siamese cat, the Siamese cat, The Siamese cat, my Siamese cat, his Siamese cat, A Siamese cat	*_ADJ [lemma]: male Siamese cat, little Siamese cat, small Siamese cat, first Siamese cat, female Siamese cat, pet Siamese cat, beautiful Siamese cat, old Siamese cat, point Siamese cat, eyed Siamese cat
n02123597	Siamese	[lemma] is *_VERB: Siamese is implied	[lemma] was *_VERB: 	*_NOUN [lemma]: Ancient Siamese, Free Siamese, part Siamese, point Siamese, Bangkok Siamese, Point Siamese, things Siamese, Royal Siamese, dozen Siamese, way Siamese	[lemma] *: Siamese twins, Siamese were, Siamese cats, Siamese Twins, Siamese are, Siamese Government, Siamese in, Siamese cat, Siamese and, Siamese have	[lemma] in the *: 	* [lemma]: and Siamese, The Siamese, or Siamese, of Siamese, to Siamese, the Siamese, in Siamese, like Siamese, _ Siamese, a Siamese	*_ADJ [lemma]: ordinary Siamese, modern Siamese, little Siamese, many Siamese, proper Siamese, other Siamese, first Siamese, few Siamese, young Siamese, old Siamese
n02749479	assault rifle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 7.62mm assault rifle, Galil assault rifle, M16 assault rifle, FAL assault rifle, AKM assault rifle, AK47 assault rifle, Kalashnikov assault rifle, G3 assault rifle, AK assault rifle, FN assault rifle	[lemma] *: assault rifle to, assault rifle is, assault rifle from, assault rifle on, assault rifle with, assault rifle in, assault rifle at, assault rifle that, assault rifle was, assault rifle and	[lemma] in the *: 	* [lemma]: automatic assault rifle, his assault rifle, Galil assault rifle, the assault rifle, AK47 assault rifle, Kalashnikov assault rifle, 47 assault rifle, an assault rifle, 16 assault rifle, AK assault rifle	*_ADJ [lemma]: automatic assault rifle, Soviet assault rifle, modern assault rifle, Russian assault rifle, military assault rifle, 74 assault rifle, 47 assault rifle, 16 assault rifle, semiautomatic assault rifle, 15 assault rifle
n02749479	assault gun	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: III assault gun	[lemma] *: assault gun battalion, assault gun battery, assault gun platoon, assault gun and, assault gun brigades, assault gun brigade, assault gun battalions, assault gun units, assault gun in, assault gun was	[lemma] in the *: 	* [lemma]: an assault gun, The assault gun, &#39;s assault gun, one assault gun, German assault gun, the assault gun, two assault gun, propelled assault gun, and assault gun, _ assault gun	*_ADJ [lemma]: heavy assault gun, German assault gun
n04409515	tennis ball	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: rubber tennis ball, Table tennis ball, lawn tennis ball, regulation tennis ball, table tennis ball	[lemma] *: tennis ball on, tennis ball with, tennis ball against, tennis ball in, tennis ball and, tennis ball is, tennis ball or, tennis ball to, tennis ball from, tennis ball at	[lemma] in the *: tennis ball in the back	* [lemma]: or tennis ball, the tennis ball, old tennis ball, A tennis ball, and tennis ball, lawn tennis ball, of tennis ball, The tennis ball, table tennis ball, a tennis ball	*_ADJ [lemma]: red tennis ball, old tennis ball, ordinary tennis ball, spinning tennis ball, green tennis ball, yellow tennis ball, table tennis ball, new tennis ball, small tennis ball, white tennis ball
n01855032	red-breasted merganser	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: red - breasted merganser is, red - breasted merganser and	[lemma] in the *: 	* [lemma]: the red - breasted merganser, The red - breasted merganser, female red - breasted merganser, a red - breasted merganser, and red - breasted merganser	*_ADJ [lemma]: 
n01855032	Mergus serrator	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: MERGANSER Mergus serrator, Merganser Mergus serrator	[lemma] *: Mergus serrator serrator, Mergus serrator L., Mergus serrator Linnaeus, Mergus serrator _	[lemma] in the *: 	* [lemma]: MERGANSER Mergus serrator, Merganser Mergus serrator, _ Mergus serrator, merganser Mergus serrator	*_ADJ [lemma]: 
n02096585	Boston bull	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Boston bull terrier, Boston bull terriers, Boston bull pup, Boston bull and	[lemma] in the *: 	* [lemma]: the Boston bull, little Boston bull, a Boston bull, &#39;s Boston bull	*_ADJ [lemma]: little Boston bull
n02096585	Boston terrier	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Boston terrier is, Boston terrier has, Boston terrier with, Boston terrier and, Boston terrier to, Boston terrier who, Boston terrier was, Boston terrier that, Boston terrier named, Boston terrier in	[lemma] in the *: 	* [lemma]: old Boston terrier, little Boston terrier, our Boston terrier, _ Boston terrier, A Boston terrier, and Boston terrier, The Boston terrier, his Boston terrier, a Boston terrier, the Boston terrier	*_ADJ [lemma]: little Boston terrier, old Boston terrier
n03355925	flagpole	[lemma] is *_VERB: flagpole is located	[lemma] was *_VERB: flagpole was erected, flagpole was raised	*_NOUN [lemma]: field flagpole, campus flagpole, camp flagpole, House flagpole, village flagpole, school flagpole, steel flagpole, courthouse flagpole, foot flagpole, iron flagpole	[lemma] *: flagpole sitting, flagpole was, flagpole with, flagpole to, flagpole at, flagpole in, flagpole of, flagpole is, flagpole on, flagpole and	[lemma] in the *: flagpole in the garden, flagpole in the yard, flagpole in the front, flagpole in the plaza, flagpole in the courtyard, flagpole in the square	* [lemma]: the flagpole, A flagpole, its flagpole, The flagpole, of flagpole, tall flagpole, foot flagpole, and flagpole, &#39;s flagpole, a flagpole	*_ADJ [lemma]: high flagpole, large flagpole, empty flagpole, bare flagpole, old flagpole, new flagpole, tallest flagpole, foot flagpole, white flagpole, tall flagpole
n03355925	flagstaff	[lemma] is *_VERB: 	[lemma] was *_VERB: flagstaff was cut, flagstaff was shot, flagstaff was erected, flagstaff was put, flagstaff was left, flagstaff was planted, flagstaff was broken, flagstaff was raised	*_NOUN [lemma]: temple flagstaff, government flagstaff, garrison flagstaff, iron flagstaff, Sumter flagstaff, Battery flagstaff, steel flagstaff, fort flagstaff	[lemma] *: flagstaff in, flagstaff at, flagstaff to, flagstaff was, flagstaff &#39;s, flagstaff and, flagstaff on, flagstaff is, flagstaff with, flagstaff of	[lemma] in the *: flagstaff in the yard, flagstaff in the garden, flagstaff in the ground, flagstaff in the by, flagstaff in the fort	* [lemma]: The flagstaff, the flagstaff, our flagstaff, his flagstaff, and flagstaff, its flagstaff, a flagstaff, tall flagstaff, A flagstaff, &#39;s flagstaff	*_ADJ [lemma]: great flagstaff, high flagstaff, large flagstaff, little flagstaff, old flagstaff, small flagstaff, tall flagstaff, white flagstaff, lofty flagstaff, new flagstaff
n04146614	school bus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Chowchilla school bus, County school bus, passenger school bus, morning school bus, nursery school bus, Chevrolet school bus, Sunday school bus, county school bus, Ford school bus, Jersey school bus	[lemma] *: school bus transportation, school bus is, school bus to, school bus driver, school bus and, school bus routes, school bus service, school bus drivers, school bus was, school bus in	[lemma] in the *: school bus in the mornings, school bus in the afternoon, school bus in the morning	* [lemma]: by school bus, The school bus, A school bus, for school bus, the school bus, and school bus, a school bus, yellow school bus, in school bus, of school bus	*_ADJ [lemma]: first school bus, such school bus, old school bus, same school bus, high school bus, yellow school bus, regular school bus, public school bus, new school bus, special school bus
n03529860	home theater	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: home theater systems, home theater and, home theater equipment, home theater in, home theater is, home theater of, home theater setup, home theater system, home theater experience, home theater room	[lemma] in the *: 	* [lemma]: his home theater, in home theater, &#39;s home theater, for home theater, and home theater, your home theater, the home theater, their home theater, a home theater, of home theater	*_ADJ [lemma]: many home theater, complete home theater, own home theater, elaborate home theater, good home theater, end home theater, true home theater, most home theater, art home theater, new home theater
n03529860	home theatre	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: home theatre and, home theatre systems, home theatre in, home theatre of, home theatre was, home theatre system	[lemma] in the *: 	* [lemma]: the home theatre, his home theatre, a home theatre, its home theatre, and home theatre, &#39;s home theatre, their home theatre, of home theatre, for home theatre	*_ADJ [lemma]: 
n04033901	quill	[lemma] is *_VERB: quill is inserted, quill is attached, quill is dipped, quill is cut, quill is fixed, quill is held	[lemma] was *_VERB: quill was cut, quill was introduced, quill was put, quill was inserted	*_NOUN [lemma]: goose quill, turkey quill, duck quill, feather quill, writing quill, oaten quill, ivory quill, crow quill, wing quill, swan quill	[lemma] *: quill pen, quill and, quill pens, quill in, quill or, quill to, quill is, quill longest, quill of, quill feathers	[lemma] in the *: quill in the cork, quill in the right, quill in the inkpot, quill in the inkstand, quill in the hand, quill in the ink, quill in the inkwell	* [lemma]: of quill, goose quill, a quill, or quill, first quill, his quill, and quill, the quill, &#39;s quill, The quill	*_ADJ [lemma]: longest quill, large quill, fourth quill, porcupine quill, second quill, first quill, secondary quill, small quill, primary quill, third quill
n04033901	quill pen	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: goose quill pen, crow quill pen, feather quill pen	[lemma] *: quill pen or, quill pen is, quill pen to, quill pen which, quill pen was, quill pen that, quill pen and, quill pen in, quill pen with, quill pen on	[lemma] in the *: quill pen in the hand, quill pen in the ink	* [lemma]: old quill pen, goose quill pen, the quill pen, his quill pen, A quill pen, or quill pen, and quill pen, a quill pen, &#39;s quill pen, The quill pen	*_ADJ [lemma]: old quill pen, ordinary quill pen, pointed quill pen, long quill pen, cut quill pen, fine quill pen, large quill pen, new quill pen, fashioned quill pen, clean quill pen
