n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: dragonfly is called, dragonfly is shown	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02096177	cairn	[lemma] was *_VERB: cairn was built, cairn was constructed, cairn was discovered, cairn was erected, cairn was examined, cairn was found, cairn was heaped, cairn was opened, cairn was raised, cairn was removed	[lemma] is *_VERB: cairn is built, cairn is called, cairn is composed, cairn is erected, cairn is located, cairn is piled, cairn is situated, cairn is surrounded	*_ADJ [lemma]: chambered cairn, great cairn, huge cairn, immense cairn, large cairn, little cairn, long cairn, round cairn, sepulchral cairn, small cairn	[lemma] in the *: cairn in the centre, cairn in the middle, cairn in the parish	*_NOUN [lemma]: Glen cairn, Pit cairn, boundary cairn, burial cairn, memorial cairn, ring cairn, rock cairn, snow cairn, stone cairn, summit cairn
n02096177	cairn terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03843555	oil filter	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Change oil filter, centrifugal oil filter, engine oil filter, external oil filter, good oil filter, hydraulic oil filter, main oil filter, new oil filter, pass oil filter, type oil filter	[lemma] in the *: 	*_NOUN [lemma]: Cuno oil filter, Fuel oil filter, automobile oil filter, engine oil filter, flow oil filter, fuel oil filter, lube oil filter, lubricating oil filter, transmission oil filter, type oil filter
n04355933	sunglass	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04485082	tripod	[lemma] was *_VERB: tripod was blowing, tripod was dedicated, tripod was erected, tripod was found, tripod was made, tripod was placed, tripod was positioned, tripod was raised, tripod was set, tripod was used	[lemma] is *_VERB: tripod is erected, tripod is formed, tripod is going, tripod is made, tripod is placed, tripod is provided, tripod is raised, tripod is set, tripod is shown, tripod is used	*_ADJ [lemma]: Delphic tripod, bronze tripod, cylindrical tripod, golden tripod, heavy tripod, large tripod, light tripod, sacred tripod, small tripod, wooden tripod	[lemma] in the *: tripod in the back, tripod in the center, tripod in the centre, tripod in the corner, tripod in the middle, tripod in the midst, tripod in the other, tripod in the same, tripod in the temple	*_NOUN [lemma]: brass tripod, camera tripod, compass tripod, extension tripod, glass tripod, iron tripod, leg tripod, mahogany tripod, silver tripod, steel tripod
n04273569	speedboat	[lemma] was *_VERB: speedboat was moored, speedboat was tied, speedboat was waiting	[lemma] is *_VERB: 	*_ADJ [lemma]: big speedboat, fast speedboat, foot speedboat, little speedboat, new speedboat, own speedboat, powered speedboat, powerful speedboat, small speedboat, white speedboat	[lemma] in the *: 	*_NOUN [lemma]: Craft speedboat, Riva speedboat, Wood speedboat, cigarette speedboat, family speedboat, foot speedboat, mahogany speedboat
n04332243	strainer	[lemma] was *_VERB: strainer was found, strainer was used	[lemma] is *_VERB: strainer is composed, strainer is fitted, strainer is located, strainer is made, strainer is placed, strainer is provided, strainer is put, strainer is removed, strainer is shown, strainer is used	*_ADJ [lemma]: coarse strainer, cylindrical strainer, efficient strainer, fine strainer, large strainer, mesh strainer, metal strainer, perforated strainer, small strainer, wretched strainer	[lemma] in the *: strainer in the bottom, strainer in the oil, strainer in the sink, strainer in the suction, strainer in the water	*_NOUN [lemma]: cloth strainer, fuel strainer, gauze strainer, hair strainer, linen strainer, muslin strainer, oil strainer, suction strainer, tea strainer, wire strainer
n01740131	night snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: spotted night snake	[lemma] in the *: 	*_NOUN [lemma]: 
n01740131	Hypsiglena torquata	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02107142	Doberman	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big Doberman, black Doberman, first Doberman, huge Doberman, large Doberman, male Doberman, old Doberman, red Doberman, trained Doberman, vicious Doberman	[lemma] in the *: 	*_NOUN [lemma]: 1600 Doberman, Louis Doberman, killer Doberman, part Doberman
n02107142	Doberman pinscher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Doberman pinscher, large Doberman pinscher, old Doberman pinscher, red Doberman pinscher	[lemma] in the *: 	*_NOUN [lemma]: 
n03127747	crash helmet	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black crash helmet, blue crash helmet, plastic crash helmet, red crash helmet, spare crash helmet, white crash helmet, yellow crash helmet	[lemma] in the *: 	*_NOUN [lemma]: motorcycle crash helmet
n02088632	bluetick	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old bluetick	[lemma] in the *: 	*_NOUN [lemma]: 
n02106166	Border collie	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old Border collie, white Border collie	[lemma] in the *: 	*_NOUN [lemma]: part Border collie
n02094258	Norwich terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02110806	basenji	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: African basenji	[lemma] in the *: 	*_NOUN [lemma]: 
n07760859	custard apple	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: true custard apple, wild custard apple	[lemma] in the *: 	*_NOUN [lemma]: 
n02097047	miniature schnauzer	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old miniature schnauzer	[lemma] in the *: 	*_NOUN [lemma]: 
n03710637	maillot	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black maillot, blue maillot, green maillot, piece maillot, red maillot, white maillot, yellow maillot	[lemma] in the *: 	*_NOUN [lemma]: son maillot
n01685808	whiptail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Western whiptail, checkered whiptail, female whiptail, parthenogenetic whiptail, striped whiptail, throated whiptail, unisexual whiptail, western whiptail	[lemma] in the *: 	*_NOUN [lemma]: 
n01685808	whiptail lizard	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: parthenogenetic whiptail lizard, western whiptail lizard	[lemma] in the *: 	*_NOUN [lemma]: 
n02980441	castle	[lemma] was *_VERB: castle was besieged, castle was built, castle was demolished, castle was destroyed, castle was erected, castle was founded, castle was garrisoned, castle was situated, castle was surrendered, castle was taken	[lemma] is *_VERB: castle is built, castle is called, castle is placed, castle is said, castle is seated, castle is seen, castle is situated, castle is supposed, castle is surrounded, castle is taken	*_ADJ [lemma]: ancient castle, enchanted castle, feudal castle, great castle, old castle, own castle, royal castle, ruined castle, small castle, strong castle	[lemma] in the *: castle in the air, castle in the country, castle in the county, castle in the distance, castle in the middle, castle in the midst, castle in the neighbourhood, castle in the night, castle in the north, castle in the year	*_NOUN [lemma]: Berkeley castle, Dover castle, Dublin castle, Edinburgh castle, Ludlow castle, Norman castle, Pontefract castle, Warwick castle, Windsor castle, stone castle
n02981792	catamaran	[lemma] was *_VERB: catamaran was overset	[lemma] is *_VERB: catamaran is used	*_ADJ [lemma]: first catamaran, foot catamaran, large catamaran, little catamaran, modern catamaran, new catamaran, old catamaran, respectable catamaran, small catamaran, speed catamaran	[lemma] in the *: 	*_NOUN [lemma]: Tornado catamaran, cruising catamaran, foot catamaran, luxury catamaran, passenger catamaran, power catamaran, racing catamaran, sailing catamaran, speed catamaran, steel catamaran
n03133878	Crock Pot	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04040759	radiator	[lemma] was *_VERB: radiator was boiling, radiator was covered, radiator was filled, radiator was leaking, radiator was made, radiator was mounted, radiator was placed, radiator was steaming, radiator was turned, radiator was used	[lemma] is *_VERB: radiator is connected, radiator is exposed, radiator is filled, radiator is located, radiator is made, radiator is mounted, radiator is placed, radiator is provided, radiator is shown, radiator is used	*_ADJ [lemma]: bad radiator, better radiator, direct radiator, electric radiator, full radiator, good radiator, hot radiator, isotropic radiator, perfect radiator, vertical radiator	[lemma] in the *: radiator in the bathroom, radiator in the corner, radiator in the form, radiator in the front, radiator in the hall, radiator in the hallway, radiator in the living, radiator in the room, radiator in the same, radiator in the system	*_NOUN [lemma]: automobile radiator, body radiator, car radiator, heat radiator, iron radiator, oil radiator, steam radiator, tube radiator, type radiator, water radiator
n03933933	pier	[lemma] was *_VERB: pier was begun, pier was built, pier was completed, pier was constructed, pier was crowded, pier was destroyed, pier was erected, pier was finished, pier was laid, pier was made	[lemma] is *_VERB: pier is built, pier is composed, pier is constructed, pier is erected, pier is formed, pier is founded, pier is made, pier is placed, pier is shown, pier is used	*_ADJ [lemma]: central pier, large pier, little pier, long pier, new pier, north pier, small pier, south pier, west pier, wooden pier	[lemma] in the *: pier in the North, pier in the center, pier in the centre, pier in the direction, pier in the harbor, pier in the middle, pier in the nave, pier in the open, pier in the river, pier in the world	*_NOUN [lemma]: brick pier, bridge pier, center pier, chain pier, compound pier, iron pier, landing pier, masonry pier, pivot pier, stone pier
n03476684	hair slide	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04069434	reflex camera	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: modern reflex camera, single reflex camera	[lemma] in the *: 	*_NOUN [lemma]: 35mm reflex camera, lens reflex camera, mirror reflex camera, mm reflex camera, plate reflex camera, singlelens reflex camera, twinlens reflex camera
n03871628	packet	[lemma] was *_VERB: packet was addressed, packet was brought, packet was delivered, packet was found, packet was handed, packet was opened, packet was put, packet was received, packet was sent, packet was taken	[lemma] is *_VERB: packet is addressed, packet is arrived, packet is being, packet is closed, packet is delivered, packet is opened, packet is placed, packet is received, packet is sent, packet is transmitted	*_ADJ [lemma]: British packet, English packet, first packet, large packet, last packet, little packet, next packet, same packet, sealed packet, small packet	[lemma] in the *: packet in the bosom, packet in the evening, packet in the hands, packet in the left, packet in the middle, packet in the morning, packet in the mouth, packet in the presence, packet in the same, packet in the service	*_NOUN [lemma]: Liverpool packet, canal packet, data packet, film packet, mail packet, paper packet, pay packet, sailing packet, steam packet, wave packet
n03958227	plastic bag	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black plastic bag, clear plastic bag, heavy plastic bag, large plastic bag, little plastic bag, resealable plastic bag, sealed plastic bag, small plastic bag, transparent plastic bag, white plastic bag	[lemma] in the *: plastic bag in the back, plastic bag in the bottom, plastic bag in the closet, plastic bag in the crisper, plastic bag in the freezer, plastic bag in the fridge, plastic bag in the other, plastic bag in the refrigerator, plastic bag in the trash, plastic bag in the vegetable	*_NOUN [lemma]: closure plastic bag, duty plastic bag, gallon plastic bag, gauge plastic bag, lock plastic bag, polyethylene plastic bag, seal plastic bag, size plastic bag, supermarket plastic bag, weight plastic bag
n02108000	EntleBucher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02109047	Great Dane	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Great Dane, colored Great Dane, enormous Great Dane, gigantic Great Dane, huge Great Dane, large Great Dane, magnificent Great Dane, male Great Dane, old Great Dane, pound Great Dane	[lemma] in the *: 	*_NOUN [lemma]: Harlequin Great Dane, Schnauzer Great Dane, harlequin Great Dane, part Great Dane
n04118776	rule	[lemma] was *_VERB: rule was adopted, rule was applied, rule was established, rule was followed, rule was granted, rule was introduced, rule was laid, rule was made, rule was observed, rule was obtained	[lemma] is *_VERB: rule is applied, rule is based, rule is followed, rule is found, rule is founded, rule is given, rule is laid, rule is made, rule is observed, rule is stated	*_ADJ [lemma]: British rule, English rule, first rule, general rule, golden rule, good rule, new rule, old rule, only rule, same rule	[lemma] in the *: rule in the Church, rule in the East, rule in the South, rule in the United, rule in the case, rule in the church, rule in the country, rule in the law, rule in the name, rule in the world	*_NOUN [lemma]: decision rule, evidence rule, home rule, iron rule, law rule, majority rule, mob rule, phase rule, selection rule, slide rule
n04118776	ruler	[lemma] was *_VERB: ruler was appointed, ruler was bound, ruler was called, ruler was considered, ruler was elected, ruler was forced, ruler was made, ruler was placed, ruler was regarded, ruler was supposed	[lemma] is *_VERB: ruler is bound, ruler is called, ruler is held, ruler is known, ruler is made, ruler is placed, ruler is regarded, ruler is said, ruler is supposed, ruler is used	*_ADJ [lemma]: absolute ruler, chief ruler, civil ruler, great ruler, new ruler, present ruler, real ruler, sole ruler, supreme ruler, young ruler	[lemma] in the *: ruler in the Church, ruler in the East, ruler in the Gospel, ruler in the church, ruler in the city, ruler in the house, ruler in the kingdom, ruler in the land, ruler in the person, ruler in the world	*_NOUN [lemma]: Almighty ruler, Norman ruler, O ruler, Supreme ruler, home ruler, model ruler, puppet ruler, time ruler, woman ruler, world ruler
n04371774	swing	[lemma] was *_VERB: swing was caused, swing was given, swing was going, swing was hung, swing was made, swing was put, swing was set, swing was suspended, swing was taken, swing was used	[lemma] is *_VERB: swing is called, swing is completed, swing is given, swing is increased, swing is limited, swing is made, swing is reached, swing is required, swing is started, swing is used	*_ADJ [lemma]: backward swing, downward swing, easy swing, first swing, forward swing, free swing, full swing, long swing, rhythmic swing, upward swing	[lemma] in the *: swing in the air, swing in the breeze, swing in the direction, swing in the garden, swing in the hammock, swing in the opposite, swing in the other, swing in the pendulum, swing in the same, swing in the wind	*_NOUN [lemma]: arm swing, arms swing, door swing, doors swing, golf swing, grid swing, pendulum swing, porch swing, return swing, voltage swing
n01440764	tench	[lemma] was *_VERB: tench was found	[lemma] is *_VERB: 	*_ADJ [lemma]: common tench, few tench, fine tench, golden tench, good tench, large tench, many tench, slimy tench, small tench, young tench	[lemma] in the *: 	*_NOUN [lemma]: F tench
n01440764	Tinca tinca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: tench Tinca tinca	[lemma] in the *: 	*_NOUN [lemma]: 
n03961711	plate rack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: wooden plate rack	[lemma] in the *: 	*_NOUN [lemma]: 
n03100240	convertible	[lemma] was *_VERB: convertible was added, convertible was gone, convertible was issued, convertible was made, convertible was offered, convertible was parked, convertible was waiting	[lemma] is *_VERB: convertible is called, convertible is determined, convertible is issued, convertible is parked, convertible is selling, convertible is trading	*_ADJ [lemma]: Buick convertible, cumulative convertible, new convertible, open convertible, other convertible, red convertible, such convertible, white convertible, year convertible, yellow convertible	[lemma] in the *: convertible in the body, convertible in the driveway, convertible in the future, convertible in the garage, convertible in the international, convertible in the market, convertible in the near, convertible in the parking, convertible in the same, convertible in the sense	*_NOUN [lemma]: Cadillac convertible, Ford convertible, bonds convertible, cent convertible, currency convertible, notes convertible, paper convertible, securities convertible, terms convertible, times convertible
