"relevance"	"synsetid"	"queryexpansion"
0.0599826909	"n03498962"	"silver hatchet"
0.0570610469	"n03498962"	"hatchet was raised"
0.0554303716	"n03498962"	"hatchet is fallen"
0.0547233921	"n03498962"	"hatchet is buried"
0.054493765	"n03498962"	"hatchet was taken"
0.0539241937	"n03498962"	"hatchet was buried"
0.0523310619	"n03498962"	"old hatchet"
0.0519269468	"n03498962"	"hatchet was dug"
0.0432500629	"n03498962"	"copper hatchet"
0.0386401901	"n03498962"	"uplifted hatchet"
0.0349264348	"n03498962"	"enamel hatchet"
0.0251920612	"n03498962"	"war hatchet"
0.1357240562	"n03527444"	"gun holster"
0.1196064419	"n03527444"	"holster in the other"
0.1179209698	"n03527444"	"pistol holster"
0.1129895507	"n03527444"	"holster in the back"
0.1105307842	"n03527444"	"holster in the small"
0.1013718966	"n03527444"	"right holster"
0.0958727036	"n03527444"	"revolver holster"
0.0864322296	"n03527444"	"flintlock holster"
0.0863776912	"n03527444"	"holster was attached"
0.0857937766	"n03527444"	"holster was strapped"
0.0843301086	"n03527444"	"leather holster"
0.0843301086	"n03527444"	"leather holster"
0.0842896267	"n03527444"	"heavy holster"
0.0810392261	"n03527444"	"black holster"
0.0803025025	"n03527444"	"large holster"
0.0751862827	"n03527444"	"empty holster"
0.0743626502	"n03527444"	"holster was slung"
0.0731089339	"n03527444"	"wooden holster"
0.0715275619	"n03527444"	"holster was made"
0.070854149	"n03527444"	"open holster"
0.0688808795	"n03527444"	"holster was tied"
0.0688365135	"n03527444"	"left holster"
0.0648720639	"n03527444"	"belt holster"
0.0639090047	"n03527444"	"shoulder holster"
0.0554066412	"n03527444"	"saddle holster"
0.0547800302	"n03527444"	"huge holster"
0.0545093689	"n03527444"	"hip holster"
0.0325915593	"n03527444"	"ankle holster"
0.1492430764	"n03529860"	"new home theater"
0.1465156372	"n03529860"	"own home theater"
0.1440090038	"n03529860"	"most home theater"
0.1430358985	"n03529860"	"true home theater"
0.1416933169	"n03529860"	"complete home theater"
0.1405529712	"n03529860"	"art home theater"
0.1384998078	"n03529860"	"many home theater"
0.137547201	"n03529860"	"good home theater"
0.1368919308	"n03529860"	"end home theater"
0.1261148249	"n03529860"	"elaborate home theater"
0	"n03529860"	
0.1000101059	"n03530642"	"honeycomb in the hollow"
0.0909629767	"n03530642"	"honeycomb in the hive"
0.0896243492	"n03530642"	"honeycomb is built"
0.0831989139	"n03530642"	"wax honeycomb"
0.0828688145	"n03530642"	"large honeycomb"
0.0816634541	"n03530642"	"honeycomb is used"
0.080562082	"n03530642"	"Aluminum honeycomb"
0.080562082	"n03530642"	"aluminum honeycomb"
0.0804396347	"n03530642"	"honeycomb in the mouth"
0.0801644563	"n03530642"	"honeycomb in the bear"
0.0787103017	"n03530642"	"white honeycomb"
0.0783811426	"n03530642"	"beautiful honeycomb"
0.0758574756	"n03530642"	"titanium honeycomb"
0.0744815669	"n03530642"	"Nomex honeycomb"
0.0743894895	"n03530642"	"steel honeycomb"
0.073548444	"n03530642"	"peculiar honeycomb"
0.0710016748	"n03530642"	"perfect honeycomb"
0.0676502919	"n03530642"	"vast honeycomb"
0.0674063038	"n03530642"	"solid honeycomb"
0.064615549	"n03530642"	"honeycomb is made"
0.064282469	"n03530642"	"paper honeycomb"
0.064282469	"n03530642"	"Paper honeycomb"
0.063566625	"n03530642"	"irregular honeycomb"
0.0623225632	"n03530642"	"honeycomb is formed"
0.0519807784	"n03530642"	"fine honeycomb"
0.0515865905	"n03530642"	"golden honeycomb"
0.0350041829	"n03530642"	"pounds honeycomb"
0	"n03530642"	"aluminium honeycomb"
0.1274325664	"n03532672"	"hook is used"
0.1274325664	"n03532672"	"claw is used"
0.120946506	"n03532672"	"hook is attached"
0.120946506	"n03532672"	"claw is attached"
0.1191705837	"n03532672"	"hook in the same"
0.1174552464	"n03532672"	"little hook"
0.1171380869	"n03532672"	"hook was used"
0.1171380869	"n03532672"	"claw was used"
0.1167989413	"n03532672"	"own hook"
0.1155506871	"n03532672"	"hook in the end"
0.1154011463	"n03532672"	"hook in the following"
0.1134929603	"n03532672"	"hook in the nose"
0.1129020032	"n03532672"	"claw in the shape"
0.1124929926	"n03532672"	"hook in the ceiling"
0.1119486173	"n03532672"	"hook in the wall"
0.1107237841	"n03532672"	"claw is supposed"
0.1106520265	"n03532672"	"hook was attached"
0.1106520265	"n03532672"	"claw was attached"
0.1102209231	"n03532672"	"claw in the air"
0.1099725743	"n03532672"	"hook in the middle"
0.1096289436	"n03532672"	"claw in the male"
0.1083432044	"n03532672"	"hook in the nostrils"
0.1081890093	"n03532672"	"hook is fastened"
0.1078433823	"n03532672"	"right claw"
0.107586466	"n03532672"	"hook in the water"
0.106024491	"n03532672"	"claw is considered"
0.1046525807	"n03532672"	"hook is inserted"
0.1033740273	"n03532672"	"switch hook"
0.1022068404	"n03532672"	"claw is held"
0.1003031722	"n03532672"	"hook in the wing"
0.0978945298	"n03532672"	"hook was fastened"
0.096763504	"n03532672"	"claw is serrated"
0.096205228	"n03532672"	"claw is broken"
0.0961249762	"n03532672"	"hook is placed"
0.0961249762	"n03532672"	"claw is placed"
0.0938088134	"n03532672"	"hook is fixed"
0.0938088134	"n03532672"	"claw is fixed"
0.0935447446	"n03532672"	"claw was set"
0.0934017629	"n03532672"	"claw is retracted"
0.0913489923	"n03532672"	"hook is passed"
0.0908364719	"n03532672"	"hook is made"
0.0904149504	"n03532672"	"curved claw"
0.0903729526	"n03532672"	"single hook"
0.0903729526	"n03532672"	"single claw"
0.0883301378	"n03532672"	"claw was cut"
0.0879677225	"n03532672"	"claw in the centre"
0.0876642944	"n03532672"	"small hook"
0.0876642944	"n03532672"	"small claw"
0.087102527	"n03532672"	"thumb claw"
0.0870543458	"n03532672"	"large hook"
0.0870543458	"n03532672"	"large claw"
0.086947834	"n03532672"	"hook is tied"
0.084441704	"n03532672"	"hook was found"
0.084441704	"n03532672"	"claw was found"
0.0835143339	"n03532672"	"hook was fixed"
0.0828476667	"n03532672"	"bear claw"
0.0827734151	"n03532672"	"long claw"
0.0810545128	"n03532672"	"hook was passed"
0.0809801051	"n03532672"	"wire hook"
0.0806149797	"n03532672"	"hook is baited"
0.0805419924	"n03532672"	"hook was made"
0.0769652454	"n03532672"	"left hook"
0.0750564564	"n03532672"	"claw was flashed"
0.0712577069	"n03532672"	"hook was written"
0.0703205002	"n03532672"	"hook was baited"
0.0702979881	"n03532672"	"sharp hook"
0.0702979881	"n03532672"	"sharp claw"
0.0682309591	"n03532672"	"boat hook"
0.0676853464	"n03532672"	"blunt hook"
0.0675135914	"n03532672"	"cat claw"
0.0660145554	"n03532672"	"middle claw"
0.0627173829	"n03532672"	"brass hook"
0.0615150167	"n03532672"	"hook was published"
0.061406952	"n03532672"	"crane hook"
0.0613770136	"n03532672"	"steel hook"
0.0613770136	"n03532672"	"steel claw"
0.0603836434	"n03532672"	"poison claw"
0.0580527416	"n03532672"	"terminal claw"
0.0573339253	"n03532672"	"iron hook"
0.0573339253	"n03532672"	"iron claw"
0.0554255007	"n03532672"	"fish hook"
0.0498396509	"n03532672"	"baited hook"
0.046219705	"n03532672"	"crab claw"
0.0457657165	"n03532672"	"tiger claw"
0.0444110724	"n03532672"	"crochet hook"
0.0443214856	"n03532672"	"hind claw"
0.0443214856	"n03532672"	"hind claw"
0.042860181	"n03532672"	"lobster claw"
0.0415353665	"n03532672"	"double hook"
0.0341026967	"n03532672"	"strabismus hook"
0.1553017246	"n03534580"	"lace crinoline"
0.1367430324	"n03534580"	"satin crinoline"
0.1249476341	"n03534580"	"velvet crinoline"
0.1184235801	"n03534580"	"silk crinoline"
0.1164222291	"n03534580"	"horsehair crinoline"
0.1073363025	"n03534580"	"tulle crinoline"
0.1063895184	"n03534580"	"white crinoline"
0.1025152063	"n03534580"	"black crinoline"
0.1018569069	"n03534580"	"crinoline was worn"
0.0896753338	"n03534580"	"voluminous crinoline"
0.0759142775	"n03534580"	"modern crinoline"
0.0757221953	"n03534580"	"wide hoopskirt"
0.0757221953	"n03534580"	"wide crinoline"
0.072599517	"n03534580"	"new crinoline"
0.0684066095	"n03534580"	"large crinoline"
0.0670024549	"n03534580"	"cage crinoline"
0.0545400989	"n03534580"	"huge hoopskirt"
0.0545400989	"n03534580"	"huge crinoline"
0.0489502604	"n03534580"	"enormous crinoline"
0.04620071	"n03534580"	"old hoopskirt"
0.0343491666	"n03534580"	"immense crinoline"
0.1518906805	"n03538406"	"wheeled horse cart"
0.1408290569	"n03538406"	"old horse cart"
0.1390405256	"n03538406"	"single horse cart"
0	"n03538406"	
0.1494100751	"n03544143"	"hourglass in the other"
0.1463028827	"n03544143"	"minute hourglass"
0.1379594404	"n03544143"	"little hourglass"
0.1338713399	"n03544143"	"hourglass in the air"
0.1272375572	"n03544143"	"less hourglass"
0.1031632722	"n03544143"	"hourglass was running"
0.1023012478	"n03544143"	"hourglass is running"
0.1013412868	"n03544143"	"hourglass was used"
0.0961100826	"n03544143"	"small hourglass"
0.0890617501	"n03544143"	"hourglass was turned"
0.0886142156	"n03544143"	"great hourglass"
0.0881997257	"n03544143"	"hourglass is turned"
0.0826869312	"n03544143"	"large hourglass"
0.0609446739	"n03544143"	"broken hourglass"
0.0597226085	"n03544143"	"red hourglass"
0.0549549457	"n03544143"	"eternal hourglass"
0.0505881164	"n03544143"	"sand hourglass"
0.0427277403	"n03544143"	"winged hourglass"
0.1185645324	"n03584254"	"portable iPod"
0.0993497442	"n03584254"	"video iPod"
0.0993497442	"n03584254"	"Video iPod"
0.0993497442	"n03584254"	"video iPod"
0.0874628195	"n03584254"	"U2 iPod"
0.0723823524	"n03584254"	"iPod is plugged"
0.0677569171	"n03584254"	"iPod is connected"
0.0669968025	"n03584254"	"popular iPod"
0.0655712015	"n03584254"	"standard iPod"
0.0638617341	"n03584254"	"mini iPod"
0.0616737965	"n03584254"	"iPod is attached"
0.0607296842	"n03584254"	"iPod is designed"
0.0521434072	"n03584254"	"iPod is linked"
0.051550494	"n03584254"	"Apple iPod"
0.0514941174	"n03584254"	"iPod in the car"
0.0502035979	"n03584254"	"second iPod"
0.049339513	"n03584254"	"iPod in the Source"
0.0489383257	"n03584254"	"iPod is set"
0.0488342572	"n03584254"	"integrated iPod"
0.0487220129	"n03584254"	"GB iPod"
0.0486317383	"n03584254"	"new iPod"
0.0484358467	"n03584254"	"Windows iPod"
0.0482520845	"n03584254"	"Pogue iPod"
0.0478607076	"n03584254"	"generation iPod"
0.0442315396	"n03584254"	"latest iPod"
0.0426208262	"n03584254"	"white iPod"
0.0407165137	"n03584254"	"iPod was introduced"
0.0300231293	"n03584254"	"regular iPod"
0	"n03584254"	"iPod iPod"
0.1305464638	"n03584829"	"iron is used"
0.1279106767	"n03584829"	"iron was used"
0.1261856477	"n03584829"	"iron in the form"
0.1230398072	"n03584829"	"iron in the same"
0.1213785059	"n03584829"	"small iron"
0.1202736816	"n03584829"	"iron in the body"
0.1187148767	"n03584829"	"iron in the water"
0.1135815699	"n03584829"	"iron in the blood"
0.1125894896	"n03584829"	"iron in the ore"
0.1122046025	"n03584829"	"iron in the fire"
0.1117979695	"n03584829"	"iron was being"
0.1110604759	"n03584829"	"large iron"
0.1092708603	"n03584829"	"iron in the state"
0.1075811863	"n03584829"	"metallic iron"
0.1073238516	"n03584829"	"hot iron"
0.1067964819	"n03584829"	"iron is found"
0.1058316239	"n03584829"	"iron in the liver"
0.105690476	"n03584829"	"iron is made"
0.1041606949	"n03584829"	"iron was found"
0.1030546889	"n03584829"	"iron was made"
0.1029440489	"n03584829"	"iron is heated"
0.1003501859	"n03584829"	"iron was discovered"
0.1003323625	"n03584829"	"malleable iron"
0.1000342125	"n03584829"	"soft iron"
0.0995112393	"n03584829"	"iron in the United"
0.0952500817	"n03584829"	"charcoal iron"
0.0942025253	"n03584829"	"iron is produced"
0.0938447093	"n03584829"	"iron was known"
0.0937335749	"n03584829"	"iron was smelted"
0.0919263601	"n03584829"	"hot smoothing iron"
0.0915667382	"n03584829"	"iron was produced"
0.0911655678	"n03584829"	"iron is precipitated"
0.0906550915	"n03584829"	"iron is placed"
0.0904406714	"n03584829"	"sheet iron"
0.0902453899	"n03584829"	"iron is dissolved"
0.0881748733	"n03584829"	"iron is converted"
0.0880193044	"n03584829"	"iron was placed"
0.0850503484	"n03584829"	"molten iron"
0.0836662613	"n03584829"	"plate iron"
0.0819233785	"n03584829"	"iron was introduced"
0.0812365938	"n03584829"	"common smoothing iron"
0.0796391502	"n03584829"	"bar iron"
0.0759294837	"n03584829"	"angle iron"
0.0751872796	"n03584829"	"electric smoothing iron"
0.0739057361	"n03584829"	"railroad iron"
0.0737212373	"n03584829"	"iron is obtained"
0.0712177053	"n03584829"	"pig iron"
0.0712177053	"n03584829"	"pig iron"
0.0700269761	"n03584829"	"old iron"
0.0582525574	"n03584829"	"wrought iron"
0.0465240888	"n03584829"	"cast iron"
0.0465240888	"n03584829"	"cast iron"
0.0380342273	"n03584829"	"serum iron"
0	"n03590841"	
0.154610412	"n03594734"	"worn denim"
0.1521387973	"n03594734"	"khaki denim"
0.1416929757	"n03594734"	"Jean jean"
0.1355652662	"n03594734"	"heavy denim"
0.1226055138	"n03594734"	"striped jean"
0.1175314733	"n03594734"	"black denim"
0.1168031388	"n03594734"	"coarse jean"
0.1151707636	"n03594734"	"white denim"
0.1151707636	"n03594734"	"white jean"
0.1139363498	"n03594734"	"brown denim"
0.1139363498	"n03594734"	"brown jean"
0.1062950339	"n03594734"	"Cotton denim"
0.1062950339	"n03594734"	"cotton denim"
0.1062950339	"n03594734"	"cotton jean"
0.1041113298	"n03594734"	"many jean"
0.0948508819	"n03594734"	"indigo denim"
0.0935048386	"n03594734"	"blue denim"
0.0935048386	"n03594734"	"Blue denim"
0.0935048386	"n03594734"	"blue jean"
0.0903265943	"n03594734"	"few jean"
0.0899074056	"n03594734"	"right jean"
0.089877645	"n03594734"	"designer denim"
0.0890061435	"n03594734"	"off blue jean"
0.0886941988	"n03594734"	"word denim"
0.0833730156	"n03594734"	"tight denim"
0.077299774	"n03594734"	"weight denim"
0.0768147672	"n03594734"	"Petit jean"
0.0768147672	"n03594734"	"Petit jean"
0.0735767646	"n03594734"	"denim is made"
0.0735601275	"n03594734"	"denim was used"
0.0729265662	"n03594734"	"stretch denim"
0.0725119519	"n03594734"	"stout jean"
0.0715490447	"n03594734"	"green denim"
0.0651959663	"n03594734"	"Art denim"
0.0579707343	"n03594734"	"prison denim"
0.057088409	"n03594734"	"Kentucky jean"
0.0506697117	"n03594734"	"Bon jean"
0.0496292357	"n03594734"	"old denim"
0.0457703273	"n03594734"	"Grand jean"
0.0336567264	"n03594734"	"De jean"
0.0324960697	"n03594734"	"Val jean"
0	"n03594734"	"St. jean"
0.1169224672	"n03594945"	"jeep in the shade"
0.1136183976	"n03594945"	"jeep in the distance"
0.1128838593	"n03594945"	"jeep in the garage"
0.112825473	"n03594945"	"jeep in the parking"
0.1126554757	"n03594945"	"jeep in the middle"
0.109936733	"n03594945"	"jeep in the direction"
0.1036046135	"n03594945"	"drive jeep"
0.1025578774	"n03594945"	"jeep in the morning"
0.102491329	"n03594945"	"new jeep"
0.1009966781	"n03594945"	"jeep in the lead"
0.0995304887	"n03594945"	"jeep is going"
0.0991090014	"n03594945"	"jeep in the village"
0.0988026477	"n03594945"	"own jeep"
0.0966048806	"n03594945"	"jeep is coming"
0.0957730315	"n03594945"	"first jeep"
0.0957013657	"n03594945"	"jeep in the courtyard"
0.0954555399	"n03594945"	"other jeep"
0.0928254742	"n03594945"	"jeep was coming"
0.0911245011	"n03594945"	"jeep is parked"
0.0873450947	"n03594945"	"jeep was parked"
0.082194451	"n03594945"	"open landrover"
0.082194451	"n03594945"	"open jeep"
0.0817446988	"n03594945"	"jeep was being"
0.0817397315	"n03594945"	"jeep is waiting"
0.0806593676	"n03594945"	"jeep was hit"
0.0804074338	"n03594945"	"jeep is gone"
0.0800794638	"n03594945"	"patrol jeep"
0.0779603252	"n03594945"	"jeep was waiting"
0.0774925325	"n03594945"	"jeep was driven"
0.074773886	"n03594945"	"jeep was stopped"
0.071115505	"n03594945"	"jeep was loaded"
0.0689612271	"n03594945"	"ambulance jeep"
0.0664967862	"n03594945"	"second jeep"
0.0655209543	"n03594945"	"police landrover"
0.0655209543	"n03594945"	"police jeep"
0.0636086828	"n03594945"	"old landrover"
0.0636086828	"n03594945"	"old jeep"
0.0622131767	"n03594945"	"jeep was blown"
0.0614728462	"n03594945"	"military jeep"
0.0599631783	"n03594945"	"jeep was standing"
0.0535445531	"n03594945"	"radio jeep"
0.0518312538	"n03594945"	"government jeep"
0.0515673877	"n03594945"	"army landrover"
0.0515673877	"n03594945"	"army jeep"
0.0515673877	"n03594945"	"Army jeep"
0.0498449951	"n03594945"	"lead jeep"
0.0496406981	"n03594945"	"command jeep"
0.0176221282	"n03594945"	"American jeep"
0.0105037112	"n03594945"	"MP jeep"
0.1256907921	"n03595614"	"turtleneck jersey"
0.1189116477	"n03595614"	"sleeve tee shirt"
0.1184139701	"n03595614"	"flannel jersey"
0.1168262884	"n03595614"	"striped tee shirt"
0.1154324961	"n03595614"	"woolen jersey"
0.1141827652	"n03595614"	"blue tee shirt"
0.114097748	"n03595614"	"striped jersey"
0.1136872714	"n03595614"	"jersey was worn"
0.1133249462	"n03595614"	"white tee shirt"
0.1128296451	"n03595614"	"red tee shirt"
0.1118313156	"n03595614"	"black tee shirt"
0.1109526079	"n03595614"	"silk tee shirt"
0.1090264769	"n03595614"	"cotton tee shirt"
0.1086305203	"n03595614"	"yellow tee shirt"
0.1061671784	"n03595614"	"blue jersey"
0.1046366153	"n03595614"	"dirty tee shirt"
0.1046188772	"n03595614"	"wet tee shirt"
0.1035937213	"n03595614"	"white jersey"
0.1035333559	"n03595614"	"green tee shirt"
0.1021078181	"n03595614"	"red jersey"
0.0991128294	"n03595614"	"black jersey"
0.0990958471	"n03595614"	"wool jersey"
0.0990958471	"n03595614"	"wool jersey"
0.0964767063	"n03595614"	"silk jersey"
0.095925009	"n03595614"	"Mouse tee shirt"
0.0955019588	"n03595614"	"old tee shirt"
0.0940127319	"n03595614"	"jersey in the Tour"
0.0906983133	"n03595614"	"cotton jersey"
0.0895104436	"n03595614"	"yellow jersey"
0.0853408929	"n03595614"	"jersey was soaked"
0.084063298	"n03595614"	"jersey was torn"
0.0768704023	"n03595614"	"rayon jersey"
0.0742189503	"n03595614"	"green jersey"
0.0685040904	"n03595614"	"jersey was retired"
0.0674595216	"n03595614"	"football jersey"
0.0603417002	"n03595614"	"New jersey"
0.0603417002	"n03595614"	"new jersey"
0.0603417002	"n03595614"	"New jersey"
0	"n03595614"	"woollen jersey"
0	"n03595614"	
0.2302933683	"n03598930"	"piece jigsaw puzzle"
0.2302933683	"n03598930"	"piece jigsaw puzzle"
0.2199628451	"n03598930"	"complicated jigsaw puzzle"
0.216147966	"n03598930"	"gigantic jigsaw puzzle"
0.2138248084	"n03598930"	"complex jigsaw puzzle"
0.2118173471	"n03598930"	"large jigsaw puzzle"
