n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n01978455	Cancer irroratus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: crab Cancer irroratus
n03874599	padlock	[lemma] was *_VERB: padlock was attached, padlock was broken, padlock was fastened, padlock was fixed, padlock was hanging, padlock was locked, padlock was opened, padlock was put, padlock was removed	[lemma] is *_VERB: padlock is carried, padlock is closed, padlock is locked	*_ADJ [lemma]: big padlock, enormous padlock, great padlock, heavy padlock, huge padlock, large padlock, new padlock, rusty padlock, small padlock, strong padlock	[lemma] in the *: padlock in the bottom, padlock in the hasp, padlock in the lower, padlock in the valley	*_NOUN [lemma]: Yale padlock, brass padlock, combination padlock, horse padlock, iron padlock, jingling padlock, letter padlock, patent padlock, silver padlock, steel padlock
n04515003	upright	[lemma] was *_VERB: 	[lemma] is *_VERB: upright is attached, upright is connected, upright is cut, upright is fixed, upright is held, upright is nailed	*_ADJ [lemma]: large upright, long upright, many upright, other upright, same upright, short upright, single upright, small upright, strong upright, tall upright	[lemma] in the *: upright in the bed, upright in the chair, upright in the earth, upright in the ground, upright in the saddle, upright in the sand, upright in the water	*_NOUN [lemma]: Stem upright, body upright, bolt upright, head upright, heart upright, man upright, men upright, patient upright, sword upright, tube upright
n04515003	upright piano	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: ancient upright piano, battered upright piano, black upright piano, fine upright piano, first upright piano, good upright piano, little upright piano, new upright piano, old upright piano, small upright piano	[lemma] in the *: upright piano in the dining, upright piano in the far, upright piano in the front, upright piano in the living, upright piano in the parlor	*_NOUN [lemma]: mahogany upright piano
n04049303	rain barrel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big rain barrel, empty rain barrel, full rain barrel, large rain barrel, old rain barrel, wooden rain barrel	[lemma] in the *: 	*_NOUN [lemma]: 
n04243546	slot	[lemma] was *_VERB: slot was closed, slot was cut, slot was left, slot was milled, slot was provided	[lemma] is *_VERB: slot is closed, slot is cut, slot is formed, slot is milled, slot is provided	*_ADJ [lemma]: curved slot, empty slot, horizontal slot, long slot, longitudinal slot, narrow slot, open slot, same slot, single slot, vertical slot	[lemma] in the *: slot in the bottom, slot in the door, slot in the end, slot in the front, slot in the head, slot in the side, slot in the table, slot in the top, slot in the upper, slot in the wall	*_NOUN [lemma]: T slot, cam slot, coin slot, expansion slot, mail slot, parking slot, rotor slot, screw slot, stator slot, time slot
n04243546	one-armed bandit	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02640242	sturgeon	[lemma] was *_VERB: sturgeon was caught, sturgeon was eaten, sturgeon was taken	[lemma] is *_VERB: sturgeon is caught, sturgeon is considered, sturgeon is known, sturgeon is taken	*_ADJ [lemma]: Atlantic sturgeon, common sturgeon, fine sturgeon, fresh sturgeon, great sturgeon, large sturgeon, mighty sturgeon, nosed sturgeon, small sturgeon, white sturgeon	[lemma] in the *: sturgeon in the Black, sturgeon in the Columbia, sturgeon in the Delaware, sturgeon in the Great, sturgeon in the Hudson, sturgeon in the lake, sturgeon in the lower, sturgeon in the river, sturgeon in the rivers, sturgeon in the spring	*_NOUN [lemma]: Lake sturgeon, River sturgeon, Sea sturgeon, fish sturgeon, lake sturgeon, river sturgeon, rock sturgeon, salt sturgeon, sea sturgeon, spoonbill sturgeon
n01669191	box turtle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American box turtle, Eastern box turtle, Ornate box turtle, common box turtle, eastern box turtle, female box turtle, ornate box turtle, small box turtle, toed box turtle, western box turtle	[lemma] in the *: 	*_NOUN [lemma]: Carolina box turtle, Coast box turtle, Florida box turtle
n01669191	box tortoise	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: common box tortoise	[lemma] in the *: 	*_NOUN [lemma]: 
n04311174	steel drum	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cylindrical steel drum, gal steel drum, gallon steel drum, heavy steel drum, hollow steel drum, horizontal steel drum, large steel drum, revolving steel drum, rotating steel drum, stainless steel drum	[lemma] in the *: 	*_NOUN [lemma]: gallon steel drum
n04591157	Windsor tie	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Windsor tie	[lemma] in the *: 	*_NOUN [lemma]: 
n01677366	common iguana	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n01677366	iguana	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Iguana iguana, Lacerta iguana, black iguana, common iguana, great iguana, green iguana, large iguana, marine iguana, modern iguana, tailed iguana	[lemma] in the *: 	*_NOUN [lemma]: Iguana iguana, Land iguana, baby iguana, desert iguana, ground iguana, land iguana, mud iguana, rock iguana, sea iguana, tree iguana
n01677366	Iguana iguana	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Iguana Iguana iguana, iguana Iguana iguana, lizard Iguana iguana
n04152593	screen	[lemma] was *_VERB: screen was drawn, screen was erected, screen was interposed, screen was put, screen was removed	[lemma] is *_VERB: screen is displayed, screen is held, screen is illuminated, screen is moved, screen is removed	*_ADJ [lemma]: altar screen, fluorescent screen, inch screen, large screen, mesh screen, opaque screen, small screen, smoke screen, white screen, wooden screen	[lemma] in the *: screen in the background, screen in the church, screen in the front, screen in the hall, screen in the room, screen in the usual	*_NOUN [lemma]: TV screen, computer screen, display screen, glass screen, radar screen, rood screen, silk screen, stone screen, television screen, wire screen
n04152593	CRT screen	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: entire CRT screen, inch CRT screen, small CRT screen	[lemma] in the *: 	*_NOUN [lemma]: color CRT screen, computer CRT screen, resolution CRT screen
n02799071	baseball	[lemma] was *_VERB: baseball was becoming, baseball was born, baseball was concerned, baseball was introduced, baseball was invented, baseball was organized, baseball was played, baseball was thrown	[lemma] is *_VERB: baseball is concerned, baseball is dropped, baseball is going, baseball is hit, baseball is played, baseball is thrown	*_ADJ [lemma]: American baseball, League baseball, first baseball, good baseball, great baseball, indoor baseball, league baseball, new baseball, old baseball, professional baseball	[lemma] in the *: baseball in the afternoon, baseball in the early, baseball in the major, baseball in the park, baseball in the spring, baseball in the street, baseball in the streets, baseball in the summer, baseball in the vacant	*_NOUN [lemma]: League baseball, Series baseball, Sunday baseball, Varsity baseball, college baseball, league baseball, night baseball, school baseball, summer baseball, varsity baseball
n02087046	toy terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: English toy terrier, little toy terrier, tan toy terrier	[lemma] in the *: 	*_NOUN [lemma]: 
n03661043	library	[lemma] was *_VERB: library was burnt, library was destroyed, library was established, library was formed, library was founded, library was opened, library was purchased, library was removed, library was sold	[lemma] is *_VERB: library is attached, library is closed, library is kept, library is located, library is maintained, library is opened, library is situated	*_ADJ [lemma]: Bodleian library, good library, great library, large library, new library, private library, public library, royal library, small library, valuable library	[lemma] in the *: library in the British, library in the city, library in the country, library in the house, library in the kingdom, library in the school, library in the state, library in the town	*_NOUN [lemma]: College library, University library, city library, college library, county library, law library, lending library, reference library, school library, state library
n04254680	soccer ball	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: deflated soccer ball, first soccer ball, inflated soccer ball, new soccer ball, official soccer ball, old soccer ball, real soccer ball, round soccer ball, small soccer ball, white soccer ball	[lemma] in the *: soccer ball in the street	*_NOUN [lemma]: leather soccer ball, regulation soccer ball
n03721384	marimba	[lemma] was *_VERB: marimba was playing	[lemma] is *_VERB: marimba is played	*_ADJ [lemma]: African marimba, American marimba, Guatemalan marimba, Mexican marimba, first marimba, large marimba, local marimba, native marimba, small marimba, wooden marimba	[lemma] in the *: 	*_NOUN [lemma]: bass marimba, diamond marimba, gourd marimba, solo marimba, steel marimba
n03721384	xylophone	[lemma] was *_VERB: 	[lemma] is *_VERB: xylophone is played	*_ADJ [lemma]: African xylophone, bamboo xylophone, large xylophone, metal xylophone, modern xylophone, primitive xylophone, resonated xylophone, small xylophone, soprano xylophone, wooden xylophone	[lemma] in the *: 	*_NOUN [lemma]: Alto xylophone, Bass xylophone, X xylophone, alto xylophone, bar xylophone, bass xylophone, bottle xylophone, log xylophone, toy xylophone, trough xylophone
n04344873	studio couch	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: covered studio couch, old studio couch, unmade studio couch	[lemma] in the *: studio couch in the living	*_NOUN [lemma]: 
n04344873	day bed	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: large day bed, old day bed, small day bed	[lemma] in the *: day bed in the living	*_NOUN [lemma]: 
n11879895	rapeseed	[lemma] was *_VERB: 	[lemma] is *_VERB: rapeseed is grown	*_ADJ [lemma]: Canadian rapeseed, acid rapeseed, blown rapeseed, commercial rapeseed, dietary rapeseed, erucic rapeseed, hydrogenated rapeseed, refined rapeseed, transgenic rapeseed, yellow rapeseed	[lemma] in the *: 	*_NOUN [lemma]: GM rapeseed, acid rapeseed, glucosinolate rapeseed, oil rapeseed, spring rapeseed, winter rapeseed
n03649909	lawn mower	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: driven lawn mower, electric lawn mower, good lawn mower, motorized lawn mower, new lawn mower, old lawn mower, ordinary lawn mower, own lawn mower, powered lawn mower, rotary lawn mower	[lemma] in the *: lawn mower in the distance, lawn mower in the garage	*_NOUN [lemma]: Power lawn mower, family lawn mower, gas lawn mower, gasoline lawn mower, hand lawn mower, motor lawn mower, power lawn mower, push lawn mower, toy lawn mower, type lawn mower
n03649909	mower	[lemma] was *_VERB: mower was broken, mower was going, mower was invented, mower was kept, mower was manufactured, mower was patented, mower was purchased, mower was running	[lemma] is *_VERB: mower is broken, mower is purchased, mower is pushed, mower is run, mower is running, mower is set	*_ADJ [lemma]: Lawn mower, best mower, drawn mower, foot mower, good mower, ill mower, new mower, old mower, ordinary mower, rotary mower	[lemma] in the *: mower in the adjacent, mower in the dew, mower in the distance, mower in the field, mower in the garage, mower in the next, mower in the shed, mower in the summer, mower in the yard	*_NOUN [lemma]: bar mower, grass mower, hand mower, hay mower, lawn mower, motor mower, power mower, push mower, reel mower, tractor mower
n02105641	Old English sheepdog	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02105641	bobtail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Hawaiian bobtail, Japanese bobtail, de bobtail, little bobtail, old bobtail, padded bobtail, short bobtail, small bobtail, white bobtail	[lemma] in the *: 	*_NOUN [lemma]: 
n02259212	leafhopper	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Grape leafhopper, Potato leafhopper, adult leafhopper, apple leafhopper, aster leafhopper, beet leafhopper, green leafhopper, nosed leafhopper, other leafhopper, spotted leafhopper	[lemma] in the *: 	*_NOUN [lemma]: Beet leafhopper, apple leafhopper, beet leafhopper, cane leafhopper, clover leafhopper, corn leafhopper, grape leafhopper, potato leafhopper, rice leafhopper, sugarcane leafhopper
n02877765	bottlecap	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03733131	maypole	[lemma] was *_VERB: maypole was erected	[lemma] is *_VERB: 	*_ADJ [lemma]: English maypole, famous maypole, freckled maypole, great maypole, merry maypole, old maypole, painted maypole, talkative maypole, tall maypole, white maypole	[lemma] in the *: maypole in the Strand	*_NOUN [lemma]: village maypole
n02128385	leopard	[lemma] was *_VERB: leopard was caught, leopard was coming, leopard was gone, leopard was killed, leopard was lying, leopard was seeking, leopard was shot	[lemma] is *_VERB: leopard is considered, leopard is killed, leopard is known, leopard is lying, leopard is watching	*_ADJ [lemma]: English leopard, beautiful leopard, black leopard, clouded leopard, fine leopard, hunting leopard, large leopard, male leopard, spotted leopard, young leopard	[lemma] in the *: leopard in the act, leopard in the bush, leopard in the forest, leopard in the garden, leopard in the house, leopard in the jungle, leopard in the night, leopard in the vicinity, leopard in the vision	*_NOUN [lemma]: Snow leopard, baby leopard, camel leopard, hunting leopard, imitation leopard, mother leopard, name leopard, sea leopard, snow leopard, wood leopard
n02128385	Panthera pardus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Leopard Panthera pardus, leopard Panthera pardus	[lemma] in the *: 	*_NOUN [lemma]: Leopard Panthera pardus, leopard Panthera pardus
n04370456	sweatshirt	[lemma] was *_VERB: sweatshirt was soaked	[lemma] is *_VERB: 	*_ADJ [lemma]: baggy sweatshirt, black sweatshirt, blue sweatshirt, gray sweatshirt, green sweatshirt, hooded sweatshirt, old sweatshirt, pink sweatshirt, red sweatshirt, white sweatshirt	[lemma] in the *: 	*_NOUN [lemma]: College sweatshirt, Harvard sweatshirt, Mouse sweatshirt, State sweatshirt, UCLA sweatshirt, University sweatshirt, Yale sweatshirt, college sweatshirt, cotton sweatshirt, school sweatshirt
n02483362	gibbon	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: agile gibbon, armed gibbon, black gibbon, female gibbon, giant gibbon, handed gibbon, lar gibbon, modern gibbon, small gibbon, young gibbon	[lemma] in the *: gibbon in the Malay	*_NOUN [lemma]: Butt gibbon, Hoolock gibbon, Kloss gibbon, Warner gibbon, baby gibbon, hoolock gibbon
n02483362	Hylobates lar	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: gibbon Hylobates lar	[lemma] in the *: 	*_NOUN [lemma]: Gibbon Hylobates lar
n02134418	sloth bear	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Indian sloth bear	[lemma] in the *: 	*_NOUN [lemma]: 
n02134418	Melursus ursinus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: bear Melursus ursinus
n02134418	Ursus ursinus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02130308	cheetah	[lemma] was *_VERB: 	[lemma] is *_VERB: cheetah is built, cheetah is taken	*_ADJ [lemma]: African cheetah, Indian cheetah, female cheetah, hunting cheetah, male cheetah, pet cheetah, second cheetah, tame cheetah, wild cheetah, young cheetah	[lemma] in the *: cheetah in the Serengeti, cheetah in the wild	*_NOUN [lemma]: baby cheetah, hunting cheetah, king cheetah, mother cheetah, name cheetah, pet cheetah
n02130308	chetah	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02130308	Acinonyx jubatus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Cheetah Acinonyx jubatus, cheetah Acinonyx jubatus
n03976467	Polaroid camera	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: first Polaroid camera, instant Polaroid camera, new Polaroid camera, old Polaroid camera, white Polaroid camera	[lemma] in the *: 	*_NOUN [lemma]: Land Polaroid camera, color Polaroid camera
